exp_id,strategy,dynamic_updates,dynamic_threshold,learning_rate,sampling_k,epochs,seed,lora_r,lora_alpha,target_modules,trainable_params,total_params,trainable_pct,maj@1,runtime_sec,timestamp,status,eval_path
1a310b3619,lora,10,10,2e-05,5,2,42,16,32,"[""k_proj"", ""o_proj"", ""q_proj"", ""v_proj""]",17891328,9259597312,0.0019321928802253,0.7414708112206216,1786.942443370819,20260402-185923,ok,/workspace/GSM8K_9B_Results/eval_0.741_20260402-185923.json
37d3f75d56,dynamic_grad_norm,10,10,2e-05,5,2,42,16,32,"[""k_proj"", ""o_proj"", ""q_proj"", ""v_proj""]",1631617024,9259597312,0.1762082052839923,0.7793783169067475,1625.32408285141,20260402-200923,ok,/workspace/GSM8K_9B_Results/eval_0.779_20260402-200923.json
82e863c372,lora,10,10,2e-05,5,2,8,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",54018048,9295724032,0.005811064077854,0.7649734647460197,2252.710686445236,20260402-215909,ok,/workspace/GSM8K_9B_Results/eval_0.765_20260402-215909.json
dcd30f6fb0,dynamic_grad_norm,10,10,2e-05,5,2,8,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",7339122688,9295724032,0.7895159820510472,0.730098559514784,2044.6594653129573,20260402-232103,ok,/workspace/GSM8K_9B_Results/eval_0.730_20260402-232103.json
f166d873a9,lora,10,10,2e-05,5,2,25,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",54018048,9295724032,0.005811064077854,0.7513267626990144,2254.1349909305573,20260403-011023,ok,/workspace/GSM8K_9B_Results/eval_0.751_20260403-011023.json
dec1f36be0,dynamic_grad_norm,10,10,2e-05,5,2,25,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",7339122688,9295724032,0.7895159820510472,0.7520849128127369,2037.1014864444733,20260403-023207,ok,/workspace/GSM8K_9B_Results/eval_0.752_20260403-023207.json
fdf3cbff10,topk_full,10,10,2e-05,5,2,8,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",1908480000,9241705984,0.2065073270350861,0.6027293404094011,1572.170467376709,20260403-034022,ok,/workspace/GSM8K_9B_Results/eval_0.603_20260403-034022.json
b104a4d4b2,topk_deep_block,10,10,2e-05,5,2,8,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",3692236800,9241705984,0.399518963965344,0.7232752084912812,1673.514238357544,20260403-045019,ok,/workspace/GSM8K_9B_Results/eval_0.723_20260403-045019.json
a36552a013,topk_full,10,10,2e-05,5,2,25,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",1908480000,9241705984,0.2065073270350861,0.6178923426838514,1570.6895666122437,20260403-055849,ok,/workspace/GSM8K_9B_Results/eval_0.618_20260403-055849.json
deb172dd78,topk_deep_block,10,10,2e-05,5,2,25,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",3692236800,9241705984,0.399518963965344,0.7376800606520091,1674.040428161621,20260403-070848,ok,/workspace/GSM8K_9B_Results/eval_0.738_20260403-070848.json
9e4a78824e,topk_full,10,10,2e-05,5,2,42,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",1908480000,9241705984,0.2065073270350861,0.6254738438210766,1572.499398946762,20260403-081657,ok,/workspace/GSM8K_9B_Results/eval_0.625_20260403-081657.json
af924fa739,topk_deep_block,10,10,2e-05,5,2,42,16,32,"[""down_proj"", ""gate_proj"", ""k_proj"", ""o_proj"", ""q_proj"", ""up_proj"", ""v_proj""]",3692236800,9241705984,0.399518963965344,0.7232752084912812,1675.3174228668213,20260403-092704,ok,/workspace/GSM8K_9B_Results/eval_0.723_20260403-092704.json
